"5","А в селах все показывает?"
"3","Не могу категорично рекомендовать товар"
"5","Как включить озвучку на картах Libelle&"
"5","Отличный навигатор,даже в лесу находит спутники."
"4","Показывает ли он пробки и предлагает ли пути объезда?"
"5","А в селах все показывает?"
"3","Не могу категорично рекомендовать товар"
"5","Как включить озвучку на картах Libelle&"
"5","Отличный навигатор,даже в лесу находит спутники."
"4","Показывает ли он пробки и предлагает ли пути объезда?"
"5","Карты Libelle - пусть меня простят разработчики, но карты просто кошмар. Ждал подтверждения 4!!!!!! (четыре) дня. Получил, установил, обновил карты и ..... - ничего. Европа как не работала так и не работает - просто не видит карт, Украина начала постоянно глючить. Скачал другое ПО для навигатора и (кто бы мог подумать) все работает четко. Сам навигатор рекомендую. ПО Libelle НЕТ!!!!"
"4","я искала навигатор именно с по libelle. это отличная операционка, намного лучше навлюкс. по отзывам выбрала этот. дорогу показывает нормально но, я не пойму как включить голосовое сопровождение. может кто-нибудь подскажет?"
"4","За свої гроші хороший апарат."
"5","Я обладатель этого девайса уже с неделю. Особых проблем с тем чтобы разобраться что к чему не возникло, да и саппорт у них на уровне. Но больше всего понравилась навигация: простая, быстрая и что немаловажно качественная, приводит по нзначению всегда!"
"5","Много было сказано хорошего, могу только присоедениться."
"5","Непогана річ. Ненавязливий голос майже вчасно про все попереджає. Видимість добра навіть на сонці. Карти прописані доволі грамотно. Меню девайсу і ПЗ майже одразу зрозуміле і доступне для швидкого управління. Кріплення досить комфортне. Трохи короткий шнур живлення для машин з широкою передньою панеллю - від скла до прикурювача далекувато і натягується сильно, а це розбалансовує гніздо входу ЮСБ. Матеріали виконання якісні - скрипів нема."
"5","Во дизайн забульбенили, сразу выбрал. По работе показал себя только с хорошей стороны, негатива как такого не заметил, кроме как карт на укр.языке, но это обещали исправить уже в скором релизе."
"5","Нет претензий - только одни плюсы во всем. Размерчик маловат, но для девушек в небольшое авто то что нужо, моя катается и довольна, а я знаю что точно приедет куда надо без лишних вопросов."
"5","Очень целесообразная покупка перед поездкой в крым. Мне лично помогал не раз, в плане как самого направления движения, так и в плане скрытых засад гаи, и все такое..."
"5","Навигация безупречна, карты оочень порадовали. Даже информация о домах есть, например какой там интернет провайдер есть и все такое. Скоро еще сервис пробки появится. Отличный нави вообщем."
"5","Очень помогал при поездке в Россию. Прикольно что в незнакомом месте, можно чувствовать себя почти как дома."
"5","прикольный дизайн, корпус под метал, чем то напомнил мне ноут hp бизнес серии. к навигации вопросов нет, все таки не зря ребята из травела работают над картами."
"5","Быстрый отклик экрана на прикосновения. Дисплей видно даже ,если попадает солнечный свет. Чётко говорит подсказки. Да и проигрывает музыку неплохо. Быстро реагирует при масштабировании карт."
"5","Карты мне понравились. Обновляются без проблем и регулярно. Я правда их обновляю через комп (так просто быстрее).И вообще удобная штука."
"4","Уже месяц пользуюсь Tenex 60.Приятный внешний вид корпуса удачно вписался в интерьер авто.Помимо удобной карты пользуюсь им как Bluetooth-гарнитурой ."
