"5","В комплекте навигационная программа просто жуть , установила iGO , и просто прекрасно. Детям нравиться что можно смотреть мультики. Я довольна."
"5","Всім рекомендую!"
"5","Очень удачное сочетание джпс с планшетом, присутствует фм-трасмитер, что очень удобно в машине, качество видео хорошое, встроеной памяти хватает для музыки клипов и програм. Я бе сказал что прочный так как падал уже много раз и некаких дефектов. + присутствие крипление с присоской. Спутники ловит много и быстро. Данным девайсом очень доволен !"
"5","В комплекте навигационная программа просто жуть , установила iGO , и просто прекрасно. Детям нравиться что можно смотреть мультики. Я довольна."
"5","Всім рекомендую!"
"5","Очень удачное сочетание джпс с планшетом, присутствует фм-трасмитер, что очень удобно в машине, качество видео хорошое, встроеной памяти хватает для музыки клипов и програм. Я бе сказал что прочный так как падал уже много раз и некаких дефектов. + присутствие крипление с присоской. Спутники ловит много и быстро. Данным девайсом очень доволен !"
"5","Работаю на фуре. Россия,Украина.Купил эту модель,установил IGO :не тупит,не глючит-просто ""летает""+куча примочек.Отличный навигатор."
"5","Не забудьте активировать карту."
"5","всем рекомендую ,интересный аппаратец"
"5","Отличный навигатор-планшет, накачала игр, книг, программ. Рекомендую!"
"5","Отличный навигатор, даже в моем маленьком городе показывает все улицы и номера домов."
"3","Даним навігатором користуюсь вже рік. В першідні був сильно задоволеним, а потім знайшов у нього кучу недоліків. У кого підключається miniUSB? я перебробував усі флешки ні одна не працює там."
"5","наверно самый лучший навигатор на сегодняшний день я лучше еще не встречал"
"5","Навигатор понравился, все нормально работает, спутики держит, процессор мощный, все анимации плавные. Брал из-за андроида, это очень удобно и расширяет возможности навигатора. Есть возможность по вайфайке устанавливать всякие проги, игрушки, это радует)) Понравился тач экран, не нужно пальцем дырявить его, чтобы он тебя понял, все нажатия легки и точны. Единственный для меня минус - не хватает яркости экрана в солнечный день, все таки слабовато видно. А так покупкой очень доволен. А и по поводу аккумулятора - если в режиме навигации - то это 20 минут - и батарея пустая, если так фильм, игры, или еще что - час, максимум полтора. Но за такие деньги это не катастрофа, ведь его основное предназначение покорно висеть, прилипнув к лобовому стеклу и точно показывать твое место нахождения, и это он делает на отлично:)"
"5","Для такой цены и функциональности - замечательно."
"4","аппаратик не плох, больше плюсов.. предустановленная Libelle - сырая..не пойму восторгов по ее поводу"
"5","Из всех навигаторов на винде равных этому просто напросто нет и быть не может, мое мнение что то уже прошлый век. Это же устройство очень многозадачно и использовать его можно не только в авто, но и в дургих мультимедийных целях. Очень удачная покупка на мой взгляд."
"5","супер подарок на НГ под елку получил - устройство мультифункционально, можно и как навигатор и как планшет, или как эл.книгу - супер в общем."
"3","в целом хорошая штука, покупкой доволен только гнездно слабенькое оказалось мини USB.."
"5","Без вопросов зарегился в маркете, накачал приложений. Самое интересно что прибор позиционируется как регистратор, а возможности как у планшета. Одно отличие - это аккум слабоват, для длительной автономной работы не годится, но для автомобиля это не проблема. Очень удобно и мощно, так ято доволен."
"5","C таким набором софта - просто комбайн мультимедиа. О таком прау лет назад даже мечтать не смел. Вот она - эра новых регистраторов. Главное успеть купить до 21-го декабря )))"
"5","Наконец то навигатор на андроиде, причем не какой то там, а Tenex, так что с сервисом все гуд. Работает отлично, с маркетом нормально все. Накачал прог разных - со всеми работает без проблем. Так держать!"
"5","Не навигатор а планшет, наконец эра развития навигаторов на винде уже подошла к концу. Мне понравился. Теперь никаких тормозов, все плавненько, красивенько - супер в общем. Спешите купить!"
"5","Отличный навигатор тире планшет, ничем не хуже недорогого планшетника. Круто что теперь можно даже mkv видео смотреть и не париться про конверторы. Навигация без тормозов WinCe - вообще как сказка звучит, а нет ! - вот оно счастье. Суперская штука."
